ts;co2;humidity;light;motion;temperature;vdd
1596275734118;398;57;15;0;21.5;3636
1596276033943;391;57;13;0;21.5;3633
1596276334831;399;58;13;0;21.5;3636
1596276633247;403;57;14;0;21.4;3633
1596276935667;396;58;14;0;21.5;3633
1596277232815;399;58;23;0;21.5;3633
1596277535147;396;58;43;0;21.4;3633
1596277833023;395;58;27;0;21.5;3636
1596278134631;402;58;14;0;21.5;3636
1596278434778;390;58;15;0;21.5;3636
1596278734507;402;57;11;0;21.5;3633
1596279036638;398;57;11;0;21.5;3633
1596279334247;395;58;12;0;21.5;3633
1596279630883;403;57;14;0;21.5;3633
1596279934317;398;58;12;0;21.5;3633
1596280235808;407;58;11;0;21.5;3633
1596280533708;397;58;10;0;21.5;3636
1596280831943;402;58;11;0;21.5;3636
1596281133375;399;58;14;0;21.5;3633
1596281431891;391;57;14;0;21.5;3633
1596281732195;400;57;13;0;21.5;3633
1596282032395;400;58;13;0;21.5;3633
1596282332599;391;58;11;0;21.5;3633
1596282632483;392;58;39;0;21.5;3633
1596282933451;399;58;45;0;21.5;3633
1596283234467;401;57;49;0;21.5;3633
1596283533995;402;57;58;0;21.6;3636
1596283834133;399;57;69;0;21.5;3636
1596284132743;401;57;88;0;21.5;3636
1596445220717;408;57;30;0;20.8;3633
1596445520593;415;57;12;0;20.8;3633
1596445820849;403;57;12;0;20.8;3633
1596446120931;407;56;14;0;20.8;3633
1596446420885;409;57;46;0;20.8;3633
1596446720854;411;56;44;0;20.8;3633
1596447022506;410;56;8;0;20.8;3633
1596447320404;419;56;6;0;20.8;3633
1596447621737;405;56;8;0;20.8;3633
1596447920893;412;56;8;0;20.9;3633
1596448222985;413;56;41;0;20.8;3633
1596448520273;415;56;40;0;20.8;3633
1596448821165;415;56;37;0;20.8;3633
1596449123242;409;56;38;0;20.9;3633
1596449421544;406;56;39;0;20.9;3633
1596449722246;405;56;41;0;20.9;3636
1596450024140;404;56;42;0;20.9;3633
1596450321147;404;56;41;0;20.8;3633
1596450621137;407;56;33;0;20.9;3633
1596450920789;409;56;10;0;20.9;3636
1596451220231;408;56;40;0;20.9;3633
1596451519993;419;56;40;0;20.9;3633
1596451821502;413;56;40;0;20.9;3633
1596452119467;411;56;37;0;20.9;3633
1596452419049;411;56;12;0;20.9;3633
1596452721149;411;56;39;0;20.9;3633
1596453020437;406;56;39;0;21;3633
1596453322363;408;56;43;0;21;3636
1596453620846;408;56;44;0;21;3633
1596453921319;415;56;43;0;21;3633
1596454219829;417;56;44;0;21;3633
1596454520829;412;56;44;0;21;3633
1596454820505;419;56;37;0;21.1;3636
1596455122067;411;56;56;0;21;3633
1596455420709;407;56;57;0;21.1;3633
1596455720737;412;56;54;0;21.1;3633
1596456020305;416;56;61;0;21.1;3633
1596456321097;409;56;61;0;21.1;3633
1596456619158;419;56;74;0;21.1;3633
1596456921137;415;56;83;0;21.1;3633
1596457220814;413;56;41;0;21.1;3633
1596457521053;410;56;86;0;21.1;3633
1596457819701;416;56;76;0;21.2;3633
1596458120993;404;56;68;0;21.2;3633
1596458419785;411;56;64;0;21.2;3633
1596458720561;418;56;52;0;21.2;3633
1596459020057;409;56;8;0;21.2;3633
1596459321139;418;56;48;0;21.2;3633
1596459620753;414;56;46;0;21.3;3633
1596459919797;412;56;42;0;21.2;3633
1596460219425;416;56;21;0;21.3;3636
1596460521440;411;56;41;0;21.3;3633
1596460820232;417;56;48;0;21.2;3633
1596461122409;414;56;52;0;21.3;3633
1596461418965;414;56;64;0;21.3;3633
1596461720981;422;56;51;0;21.3;3633
1596462020489;421;56;39;0;21.3;3633
1596462321586;421;56;13;0;21.3;3633
1596462622325;413;56;56;0;21.4;3633
1596462920978;424;56;56;0;21.4;3633
1596463219989;418;56;58;0;21.3;3633
1596463520028;420;56;62;0;21.3;3633
1596463819757;418;56;51;0;21.4;3633
1596464119177;413;56;50;0;21.4;3633
1596464419061;422;56;66;0;21.4;3636
1596464719377;422;56;45;0;21.4;3633
1596465021299;418;56;25;0;21.4;3636
1596465318617;410;56;43;0;21.4;3633
1596465621107;410;56;65;0;21.4;3633
1596465919901;412;56;97;0;21.4;3633
1596466220764;415;56;120;0;21.4;3633
1596466518841;413;56;116;0;21.4;3633
1596466820611;416;55;103;0;21.5;3633
1596467118856;419;55;75;0;21.4;3633
1596467418233;415;55;24;0;21.5;3633
1596467719089;420;55;5;0;21.5;3633
1596468018937;420;56;5;0;21.5;3633
1596468318825;411;55;9;0;21.5;3636
1596468618341;418;56;10;0;21.4;3633
1596468919337;420;55;8;0;21.5;3633
1596469218345;420;56;7;0;21.5;3636
1596469520869;417;56;6;0;21.4;3633
1596469829601;424;56;8;0;21.4;3633
1596470118785;416;56;17;0;21.4;3636
1596470418429;416;56;14;0;21.4;3636
1596470718357;416;56;10;0;21.4;3633
1596471018069;419;56;5;0;21.4;3633
1596471320641;416;56;3;0;21.4;3633
1596471619793;416;56;2;0;21.4;3636
1596471919513;411;56;3;0;21.4;3633
1596472219169;414;56;2;0;21.4;3636
1596472520157;413;56;2;0;21.4;3633
1596472818269;420;56;2;0;21.3;3633
1596473121081;419;56;2;0;21.3;3633
1596473420001;412;56;2;0;21.3;3633
1596473720683;414;56;1;0;21.4;3633
1596474019493;418;56;1;0;21.3;3633
1596474318305;413;56;1;0;21.3;3636
1596474619625;407;56;1;0;21.3;3633
1596474918425;411;56;1;0;21.3;3633
1596475219501;416;56;1;0;21.3;3633
1596475520909;406;56;1;0;21.3;3633
1596475819485;413;56;1;0;21.2;3633
1596476120795;412;56;1;0;21.2;3633
1596476419105;412;56;1;0;21.2;3633
1596476719553;414;56;1;0;21.2;3633
1596477017477;414;56;1;0;21.2;3633
1596477319769;409;56;0;0;21.2;3633
1596477619306;414;56;0;0;21.2;3633
1596477920385;408;56;1;0;21.2;3633
1596478221451;413;56;1;0;21.2;3633
1596478519161;416;56;1;0;21.2;3633
1596478818065;410;56;1;0;21.2;3633
1596479118317;419;56;1;0;21.1;3633
1596479417984;411;56;1;0;21.2;3633
1596479725595;419;56;1;0;21.1;3633
1596480018225;409;56;1;0;21.1;3633
1596480319261;414;56;0;0;21.1;3633
1596480619222;412;56;0;0;21.1;3636
1596480919073;414;56;1;0;21.1;3633
1596481218142;416;56;1;0;21.1;3633
1596481518857;410;57;1;0;21.1;3636
1596481819621;413;57;0;0;21.1;3633
1596482119198;412;57;1;0;21.1;3633
1596482418069;407;57;1;0;21.1;3633
1596482720852;409;56;1;0;21.1;3633
1596483017825;408;57;1;0;21.1;3633
1596483319653;409;57;0;0;21.1;3633
1596483618793;402;57;1;0;21;3633
1596483921630;407;57;0;0;21.1;3633
1596484219281;410;57;1;0;21;3633
1596484520026;409;57;0;0;21.1;3633
1596484818609;397;57;1;0;21;3633
1596485119755;401;57;1;0;21;3636
1596485418753;403;57;1;0;21.1;3636
1596485721097;412;57;0;0;21.1;3633
1596486018425;404;57;1;0;21;3633
1596486318012;407;57;1;0;21;3636
1596486618613;410;57;0;0;21;3633
1596486919824;416;57;0;0;21;3633
1596487218061;408;57;1;0;21;3633
1596487519190;403;57;0;0;21;3633
1596487818705;403;57;1;0;21;3633
1596488118878;403;57;0;0;21;3633
1596488417797;418;57;1;0;21;3633
1596488718205;401;57;0;0;21;3633
1596489017890;409;57;1;0;21;3633
1596489317873;412;57;0;0;20.9;3633
1596489617461;398;57;1;0;20.9;3636
1596489917101;406;57;1;0;20.9;3633
1596490217577;409;57;1;0;20.9;3633
1596490517349;410;57;1;0;20.9;3633
1596490818225;406;57;0;0;20.9;3633
1596491117577;413;57;1;0;20.9;3633
1596491418430;408;57;0;0;20.9;3633
1596491718941;401;57;0;0;20.9;3633
1596492017905;404;57;1;0;20.9;3633
1596492317701;407;57;1;0;20.9;3633
1596492616497;404;57;1;0;20.9;3633
1596492918373;411;57;1;0;20.9;3633
1596493216489;404;57;1;0;20.9;3633
1596493519031;398;57;0;0;20.8;3633
1596493820351;410;57;0;0;20.9;3633
1596494118695;402;57;1;0;20.9;3633
1596494418537;408;57;0;0;20.9;3633
1596494716541;405;57;1;0;20.9;3633
1596495016808;407;57;0;0;20.9;3633
1596495316577;397;57;1;0;20.8;3633
1596495617009;401;57;0;0;20.8;3633
1596495918917;414;57;0;0;20.8;3633
1596496216501;398;57;1;0;20.8;3633
1596496516597;400;57;1;0;20.8;3633
1596496818731;396;57;0;0;20.8;3633
1596497119896;398;57;1;0;20.8;3633
1596497417937;407;57;1;0;20.8;3633
1596497717961;404;57;1;0;20.8;3633
1596498017978;403;57;1;0;20.8;3633
1596498317833;410;57;1;0;20.8;3633
1596498618373;398;57;0;0;20.8;3636
1596498920087;406;57;0;0;20.8;3633
1596499218005;405;57;0;0;20.8;3633
1596499520473;403;57;0;0;20.8;3633
1596499818141;406;57;1;0;20.8;3633
1596500119169;402;57;1;0;20.8;3633
1596500417793;410;57;1;0;20.7;3633
1596500719701;408;56;1;0;20.7;3633
1596501020491;402;57;0;0;20.7;3633
1596501317893;407;57;0;0;20.8;3633
1596501617629;396;57;1;0;20.7;3633
1596501919209;403;57;1;0;20.7;3636
1596502217277;400;57;1;0;20.7;3633
1596502518017;402;57;1;0;20.7;3633
1596502818285;401;57;1;0;20.7;3633
1596503119105;411;57;0;0;20.7;3633
1596503416425;406;57;1;0;20.7;3633
1596503717973;401;56;1;0;20.7;3633
1596504017794;402;57;1;0;20.7;3633
1596504318581;400;57;0;0;20.7;3633
1596504615889;403;57;1;0;20.7;3633
1596504919041;408;57;1;0;20.7;3633
1596505216314;400;56;1;0;20.7;3633
1596505519622;400;57;1;0;20.7;3633
1596505817065;410;57;1;0;20.7;3633
1596506118706;403;57;1;0;20.7;3633
1596506417749;405;57;1;0;20.7;3633
1596506719368;410;57;1;0;20.7;3633
1596507016761;402;57;1;0;20.7;3633
1596507319944;403;56;1;0;20.7;3633
1596507616221;409;57;2;0;20.7;3633
1596507917838;406;57;2;0;20.7;3633
